键  英文    中文
argument.nbt.trailing	Unexpected trailing data	多余的尾随数据
argument.player.entities	Only players may be affected by this command, but the provided selector includes entities	只有玩家会受此命令的影响，但提供的选择器包括其他实体
argument.player.toomany	Only one player is allowed, but the provided selector allows more than one	只允许一名玩家，但提供的选择器允许多名玩家
argument.player.unknown	That player does not exist	该玩家不存在
argument.pos.missing.double	Expected a coordinate	应为一个坐标
argument.pos.missing.int	Expected a block position	应为一个方块的位置
argument.pos.mixed	Cannot mix world & local coordinates (everything must either use ^ or not)	不能混用世界与局部坐标（必须全部用^或都不使用）
argument.pos.outofbounds	That position is outside the allowed boundaries.	该位置超出了允许的范围。
argument.pos.outofworld	That position is out of this world!	该位置已超出此世界！
argument.pos.unloaded	That position is not loaded	该位置尚未被加载
argument.pos2d.incomplete	Incomplete (expected 2 coordinates)	不完整（应有2个坐标）
argument.pos3d.incomplete	Incomplete (expected 3 coordinates)	不完整（应有3个坐标）
argument.range.empty	Expected value or range of values	应为值或取值范围
argument.range.ints	Only whole numbers allowed, not decimals	只允许整数，不允许小数
argument.range.swapped	Min cannot be bigger than max	最小值不能大于最大值
argument.resource_or_id.failed_to_parse	Failed to parse structure: %s	解析结构失败：%s
argument.resource_or_id.invalid	Invalid id or tag	无效的ID或标签
argument.resource_tag.invalid_type	Tag '%s' has wrong type '%s' (expected '%s')	标签“%s”的类型“%s”错误（应为“%s”）
argument.resource_tag.not_found	Can't find tag '%s' of type '%s'	无法找到类型为“%2$s”的标签“%1$s”
argument.resource.invalid_type	Element '%s' has wrong type '%s' (expected '%s')	元素“%s”的类型“%s”错误（应为“%s”）
argument.resource.not_found	Can't find element '%s' of type '%s'	无法找到类型为“%2$s”的元素“%1$s”
argument.rotation.incomplete	Incomplete (expected 2 coordinates)	不完整（应有2个坐标）
argument.scoreboardDisplaySlot.invalid	Unknown display slot '%s'	未知的显示位置“%s”
argument.scoreHolder.empty	No relevant score holders could be found	找不到与分数关联的持有者
argument.style.invalid	Invalid style: %s	无效的样式：%s
argument.time.invalid_tick_count	The tick count must be non-negative	刻的计数必须为非负数
argument.time.invalid_unit	Invalid unit	无效的单位
argument.time.tick_count_too_low	The tick count must not be less than %s, found %s	刻数不能小于%s，却发现了%s
argument.uuid.invalid	Invalid UUID	无效的UUID
arguments.block.tag.unknown	Unknown block tag '%s'	未知的方块标签“%s”
arguments.function.tag.unknown	Unknown function tag '%s'	未知的函数标签“%s”
arguments.function.unknown	Unknown function %s	未知的函数%s
arguments.item.component.expected	Expected item component	应为物品组件
arguments.item.component.malformed	Malformed '%s' component: '%s'	错误的“%s”组件：“%s”
arguments.item.component.repeated	Item component '%s' was repeated, but only one value can be specified	物品组件“%s”重复，只能指定一个值
arguments.item.component.unknown	Unknown item component '%s'	未知的物品组件“%s”
arguments.item.malformed	Malformed item: '%s'	错误的物品：“%s”
arguments.item.overstacked	%s can only stack up to %s	%s只可以堆叠到%s
arguments.item.predicate.malformed	Malformed '%s' predicate: '%s'	错误的“%s”谓词：“%s”
arguments.item.predicate.unknown	Unknown item predicate '%s'	未知的物品谓词“%s”
arguments.item.tag.unknown	Unknown item tag '%s'	未知的物品标签“%s”
arguments.nbtpath.node.invalid	Invalid NBT path element	无效的NBT路径元素
arguments.nbtpath.nothing_found	Found no elements matching %s	没有与%s相匹配的元素
arguments.nbtpath.too_deep	Resulting NBT too deeply nested	生成的NBT嵌套过深
arguments.nbtpath.too_large	Resulting NBT too large	生成的NBT过大
arguments.objective.notFound	Unknown scoreboard objective '%s'	未知的记分项“%s”
arguments.objective.readonly	Scoreboard objective '%s' is read-only	记分项“%s”为只读类型
arguments.operation.div0	Cannot divide by zero	不能除以零
arguments.operation.invalid	Invalid operation	无效的操作
arguments.swizzle.invalid	Invalid swizzle, expected combination of 'x', 'y' and 'z'	无效的坐标组合，需要“x”、“y”和“z”的组合
attribute.modifier.equals.0	%s %s	%s %s
attribute.modifier.equals.1	%s%% %s	%s%% %s
attribute.modifier.equals.2	%s%% %s	%s%% %s
attribute.modifier.plus.0	+%s %s	+%s %s
attribute.modifier.plus.1	+%s%% %s	+%s%% %s
attribute.modifier.plus.2	+%s%% %s	+%s%% %s
attribute.modifier.take.0	-%s %s	-%s %s
attribute.modifier.take.1	-%s%% %s	-%s%% %s
attribute.modifier.take.2	-%s%% %s	-%s%% %s
attribute.name.generic.armor	Armor	护甲值
attribute.name.generic.armor_toughness	Armor Toughness	盔甲韧性
attribute.name.generic.attack_damage	Attack Damage	攻击伤害
attribute.name.generic.attack_knockback	Attack Knockback	击退
attribute.name.generic.attack_speed	Attack Speed	攻击速度
attribute.name.generic.block_interaction_range	Block Interaction Range	方块交互距离
attribute.name.generic.entity_interaction_range	Entity Interaction Range	实体交互距离
attribute.name.generic.fall_damage_multiplier	Fall Damage Multiplier	摔落伤害倍数
attribute.name.generic.flying_speed	Flying Speed	飞行速度
attribute.name.generic.follow_range	Mob Follow Range	生物跟随距离
attribute.name.generic.gravity	Gravity	重力
attribute.name.generic.jump_strength	Jump Strength	跳跃力度
attribute.name.generic.knockback_resistance	Knockback Resistance	击退抗性
attribute.name.generic.luck	Luck	幸运值
attribute.name.generic.max_absorption	Max Absorption	最大伤害吸收值
attribute.name.generic.max_health	Max Health	最大生命值
attribute.name.generic.movement_speed	Speed	速度
attribute.name.generic.safe_fall_distance	Safe Fall Distance	安全摔落高度
attribute.name.generic.scale	Scale	尺寸
attribute.name.generic.step_height	Step Height	最大行走高度
attribute.name.horse.jump_strength	Horse Jump Strength	马匹跳跃能力
attribute.name.player.block_break_speed	Block Break Speed	方块破坏速度
attribute.name.player.block_interaction_range	Block Interaction Range	方块交互距离
attribute.name.player.entity_interaction_range	Entity Interaction Range	实体交互距离
attribute.name.zombie.spawn_reinforcements	Zombie Reinforcements	僵尸增援
biome.minecraft.badlands	Badlands	恶地
biome.minecraft.bamboo_jungle	Bamboo Jungle	竹林
biome.minecraft.basalt_deltas	Basalt Deltas	玄武岩三角洲
biome.minecraft.beach	Beach	沙滩
biome.minecraft.birch_forest	Birch Forest	桦木森林
biome.minecraft.cherry_grove	Cherry Grove	樱花树林
biome.minecraft.cold_ocean	Cold Ocean	冷水海洋
biome.minecraft.crimson_forest	Crimson Forest	绯红森林
biome.minecraft.dark_forest	Dark Forest	黑森林
biome.minecraft.deep_cold_ocean	Deep Cold Ocean	冷水深海
biome.minecraft.deep_dark	Deep Dark	深暗之域
biome.minecraft.deep_frozen_ocean	Deep Frozen Ocean	冰冻深海
biome.minecraft.deep_lukewarm_ocean	Deep Lukewarm Ocean	温水深海
biome.minecraft.deep_ocean	Deep Ocean	深海
biome.minecraft.desert	Desert	沙漠
biome.minecraft.dripstone_caves	Dripstone Caves	溶洞
biome.minecraft.end_barrens	End Barrens	末地荒地
biome.minecraft.end_highlands	End Highlands	末地高地
biome.minecraft.end_midlands	End Midlands	末地内陆
biome.minecraft.eroded_badlands	Eroded Badlands	风蚀恶地
biome.minecraft.flower_forest	Flower Forest	繁花森林
biome.minecraft.forest	Forest	森林
biome.minecraft.frozen_ocean	Frozen Ocean	冻洋
biome.minecraft.frozen_peaks	Frozen Peaks	冰封山峰
biome.minecraft.frozen_river	Frozen River	冻河
biome.minecraft.grove	Grove	雪林
biome.minecraft.ice_spikes	Ice Spikes	冰刺之地
biome.minecraft.jagged_peaks	Jagged Peaks	尖峭山峰
biome.minecraft.jungle	Jungle	丛林
biome.minecraft.lukewarm_ocean	Lukewarm Ocean	温水海洋
biome.minecraft.lush_caves	Lush Caves	繁茂洞穴
biome.minecraft.mangrove_swamp	Mangrove Swamp	红树林沼泽
biome.minecraft.meadow	Meadow	草甸
biome.minecraft.mushroom_fields	Mushroom Fields	蘑菇岛
biome.minecraft.nether_wastes	Nether Wastes	下界荒地
biome.minecraft.ocean	Ocean	海洋
biome.minecraft.old_growth_birch_forest	Old Growth Birch Forest	原始桦木森林
biome.minecraft.old_growth_pine_taiga	Old Growth Pine Taiga	原始松木针叶林
biome.minecraft.old_growth_spruce_taiga	Old Growth Spruce Taiga	原始云杉针叶林
biome.minecraft.plains	Plains	平原
biome.minecraft.river	River	河流
biome.minecraft.savanna	Savanna	热带草原
biome.minecraft.savanna_plateau	Savanna Plateau	热带高原
biome.minecraft.small_end_islands	Small End Islands	末地小型岛屿
biome.minecraft.snowy_beach	Snowy Beach	积雪沙滩
biome.minecraft.snowy_plains	Snowy Plains	雪原
biome.minecraft.snowy_slopes	Snowy Slopes	积雪山坡
biome.minecraft.snowy_taiga	Snowy Taiga	积雪针叶林
biome.minecraft.soul_sand_valley	Soul Sand Valley	灵魂沙峡谷
biome.minecraft.sparse_jungle	Sparse Jungle	稀疏丛林
biome.minecraft.stony_peaks	Stony Peaks	裸岩山峰
biome.minecraft.stony_shore	Stony Shore	石岸
biome.minecraft.sunflower_plains	Sunflower Plains	向日葵平原
biome.minecraft.swamp	Swamp	沼泽
biome.minecraft.taiga	Taiga	针叶林
biome.minecraft.the_end	The End	末地
biome.minecraft.the_void	The Void	虚空
biome.minecraft.warm_ocean	Warm Ocean	暖水海洋
biome.minecraft.warped_forest	Warped Forest	诡异森林
biome.minecraft.windswept_forest	Windswept Forest	风袭森林
biome.minecraft.windswept_gravelly_hills	Windswept Gravelly Hills	风袭沙砾丘陵
biome.minecraft.windswept_hills	Windswept Hills	风袭丘陵
biome.minecraft.windswept_savanna	Windswept Savanna	风袭热带草原
biome.minecraft.wooded_badlands	Wooded Badlands	疏林恶地
block.minecraft.acacia_button	Acacia Button	金合欢木按钮
block.minecraft.acacia_door	Acacia Door	金合欢木门
block.minecraft.acacia_fence	Acacia Fence	金合欢木栅栏
block.minecraft.acacia_fence_gate	Acacia Fence Gate	金合欢木栅栏门
block.minecraft.acacia_hanging_sign	Acacia Hanging Sign	悬挂式金合欢木告示牌
block.minecraft.acacia_leaves	Acacia Leaves	金合欢树叶
block.minecraft.acacia_log	Acacia Log	金合欢原木
block.minecraft.acacia_planks	Acacia Planks	金合欢木板
block.minecraft.acacia_pressure_plate	Acacia Pressure Plate	金合欢木压力板
block.minecraft.acacia_sapling	Acacia Sapling	金合欢树苗
block.minecraft.acacia_sign	Acacia Sign	金合欢木告示牌
block.minecraft.acacia_slab	Acacia Slab	金合欢木台阶
block.minecraft.acacia_stairs	Acacia Stairs	金合欢木楼梯
block.minecraft.acacia_trapdoor	Acacia Trapdoor	金合欢木活板门
block.minecraft.acacia_wall_hanging_sign	Acacia Wall Hanging Sign	墙上的悬挂式金合欢木告示牌
