类型,key,English,English,English,简体中文,例子,简体中文,例子,简体中文,例子,来源,备注,释义
统计信息,stat.minecraft.interact_with_smoker,Interactions with Smoker,,,与烟熏炉互动次数,,,,,,语言文件,,
统计信息,stat.minecraft.interact_with_stonecutter,Interactions with Stonecutter,,,与切石机互动次数,,,,,,语言文件,,
统计信息,stat.minecraft.jump,Jumps,,,跳跃次数,,,,,,语言文件,,
统计信息,stat.minecraft.junk_fished,Junk Fished,,,钓到垃圾次数,,,,,,语言文件,,
统计信息,stat.minecraft.leave_game,Games Quit,,,游戏退出次数,,,,,,语言文件,,
统计信息,stat.minecraft.minecart_one_cm,Distance by Minecart,,,坐矿车移动距离,,,,,,语言文件,,
统计信息,stat.minecraft.mob_kills,Mob Kills,,,生物击杀数,,,,,,语言文件,,
统计信息,stat.minecraft.open_barrel,Barrels Opened,,,木桶打开次数,,,,,,语言文件,,
统计信息,stat.minecraft.open_chest,Chests Opened,,,箱子打开次数,,,,,,语言文件,,
统计信息,stat.minecraft.open_enderchest,Ender Chests Opened,,,末影箱打开次数,,,,,,语言文件,,
统计信息,stat.minecraft.open_shulker_box,Shulker Boxes Opened,,,潜影盒打开次数,,,,,,语言文件,,
统计信息,stat.minecraft.pig_one_cm,Distance by Pig,,,骑猪移动距离,,,,,,语言文件,,
统计信息,stat.minecraft.play_noteblock,Note Blocks Played,,,音符盒播放次数,,,,,,语言文件,,
统计信息,stat.minecraft.play_record,Music Discs Played,,,播放唱片数,,,,,,语言文件,,
统计信息,stat.minecraft.play_time,Time Played,,,游戏时长,,,,,,语言文件,,
统计信息,stat.minecraft.player_kills,Player Kills,,,玩家击杀数,,,,,,语言文件,,
统计信息,stat.minecraft.pot_flower,Plants Potted,,,盆栽种植数,,,,,,语言文件,,
统计信息,stat.minecraft.raid_trigger,Raids Triggered,,,触发袭击次数,,,,,,语言文件,,
统计信息,stat.minecraft.raid_win,Raids Won,,,袭击胜利次数,,,,,,语言文件,,
统计信息,stat.minecraft.ring_bell,Bells Rung,,,鸣钟次数,,,,,,语言文件,,
统计信息,stat.minecraft.sleep_in_bed,Times Slept in a Bed,,,躺在床上的次数,,,,,,语言文件,,
统计信息,stat.minecraft.sneak_time,Sneak Time,,,潜行时间,,,,,,语言文件,,
统计信息,stat.minecraft.sprint_one_cm,Distance Sprinted,,,疾跑距离,,,,,,语言文件,,
统计信息,stat.minecraft.strider_one_cm,Distance by Strider,,,骑炽足兽移动距离,,,,,,语言文件,,
统计信息,stat.minecraft.swim_one_cm,Distance Swum,,,游泳距离,,,,,,语言文件,,
统计信息,stat.minecraft.talked_to_villager,Talked to Villagers,,,村民交互次数,,,,,,语言文件,,
统计信息,stat.minecraft.target_hit,Targets Hit,,,击中标靶次数,,,,,,语言文件,,
统计信息,stat.minecraft.time_since_death,Time Since Last Death,,,自上次死亡,,,,,,语言文件,,
统计信息,stat.minecraft.time_since_rest,Time Since Last Rest,,,自上次入眠,,,,,,语言文件,,
统计信息,stat.minecraft.total_world_time,Time with World Open,,,世界打开时间,,,,,,语言文件,,
统计信息,stat.minecraft.traded_with_villager,Traded with Villagers,,,村民交易次数,,,,,,语言文件,,
统计信息,stat.minecraft.treasure_fished,Treasure Fished,,,钓到宝藏次数,,,,,,语言文件,,
统计信息,stat.minecraft.trigger_trapped_chest,Trapped Chests Triggered,,,陷阱箱触发次数,,,,,,语言文件,,
统计信息,stat.minecraft.tune_noteblock,Note Blocks Tuned,,,音符盒调音次数,,,,,,语言文件,,
统计信息,stat.minecraft.use_cauldron,Water Taken from Cauldron,,,从炼药锅取水次数,,,,,,语言文件,,
统计信息,stat.minecraft.walk_on_water_one_cm,Distance Walked on Water,,,水面行走距离,,,,,,语言文件,,
统计信息,stat.minecraft.walk_one_cm,Distance Walked,,,行走距离,,,,,,语言文件,,
统计信息,stat.minecraft.walk_under_water_one_cm,Distance Walked under Water,,,水下行走距离,,,,,,语言文件,,
统计信息,stat.mobsButton,Mobs,,,生物,,,,,,语言文件,,
统计信息,stat_type.minecraft.broken,Times Broken,,,损坏次数,,,,,,语言文件,,
统计信息,stat_type.minecraft.crafted,Times Crafted,,,合成次数,,,,,,语言文件,,
统计信息,stat_type.minecraft.dropped,Dropped,,,丢弃个数,,,,,,语言文件,,
统计信息,stat_type.minecraft.mined,Times Mined,,,开采次数,,,,,,语言文件,,
统计信息,stat_type.minecraft.picked_up,Picked Up,,,拾起个数,,,,,,语言文件,,
统计信息,stat_type.minecraft.used,Times Used,,,使用次数,,,,,,语言文件,,
统计信息,stats.tooltip.type.statistic,Statistic,,,统计,,,,,,语言文件,,
书,book.finalizeButton,Sign and Close,,,署名并关闭,,,,,,语言文件,,
书,,Sign,,,署名,,,,,,语言文件（整理）,,
书,book.generation.0,Original,,,原稿,,,,,,语言文件,,
书,book.generation.1,Copy of original,,,原稿的副本,,,,,,语言文件,,
书,book.generation.2,Copy of a copy,,,副本的副本,,,,,,语言文件,,
书,book.generation.3,Tattered,,,破烂不堪,,,,,,语言文件,,
GUI标题,container.enchant,Enchant,,,附魔,,,,,,语言文件,,
创建世界选项,createWorld.customize.buffet.biome,Please select a biome,,,请选择一种生物群系,,,,,,语言文件,,
创建世界选项,createWorld.customize.buffet.title,Buffet world customization,,,自定义自选世界,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.baseSize,Depth Base Size,,,基准深度大小,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.biomeDepthOffset,Biome Depth Offset,,,生物群系深度补偿,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.biomeDepthWeight,Biome Depth Weight,,,生物群系深度比重,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.biomeScaleOffset,Biome Scale Offset,,,生物群系规模补偿,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.biomeScaleWeight,Biome Scale Weight,,,生物群系规模比重,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.biomeSize,Biome Size,,,生物群系规模,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.center,Center Height,,,中心高度,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.confirmTitle,Warning!,,,警告！,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.coordinateScale,Coordinate Scale,,,平面比例,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.count,Spawn Tries,,,生成尝试次数,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.defaults,Defaults,,,默认,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.depthNoiseScaleExponent,Depth Noise Exponent,,,高度差异指数,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.depthNoiseScaleX,Depth Noise Scale X,,,X轴高度差异值,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.depthNoiseScaleZ,Depth Noise Scale Z,,,Z轴高度差异值,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.dungeonChance,Dungeon Count,,,地牢数量,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.fixedBiome,Biome,,,生物群系,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.heightScale,Height Scale,,,高度比例,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.lavaLakeChance,Lava Lake Rarity,,,熔岩湖密度,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.lowerLimitScale,Lower Limit Scale,,,规模下限,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.mainNoiseScaleX,Main Noise Scale X,,,主地形差异值 X,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.mainNoiseScaleY,Main Noise Scale Y,,,主地形差异值 Y,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.mainNoiseScaleZ,Main Noise Scale Z,,,主地形差异值 Z,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.maxHeight,Max. Height,,,最高高度,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.minHeight,Min. Height,,,最低高度,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.next,Next Page,,,下一页,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.page0,Basic Settings,,,基本设置,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.page1,Ore Settings,,,矿物设置,,,,,,语言文件,,
创建世界选项,,Advanced Settings,,,高级设置,,,,,,语言文件（整理）,,
创建世界选项,,Expert Users Only!,,,仅限高级用户！,,,,,,语言文件（整理）,,
创建世界选项,,Extra Advanced Settings,,,额外高级设置,,,,,,语言文件（整理）,,
创建世界：预设标题,createWorld.customize.custom.preset.caveChaos,Caves of Chaos,,,混沌洞穴,,,,,,语言文件,,
创建世界：预设标题,createWorld.customize.custom.preset.caveDelight,Caver's Delight,,,探洞者的喜悦,,,,,,语言文件,,
创建世界：预设标题,createWorld.customize.custom.preset.drought,Drought,,,旱地,,,,,,语言文件,,
创建世界：预设标题,createWorld.customize.custom.preset.goodLuck,Good Luck,,,祝你好运,,,,,,语言文件,,
创建世界：预设标题,createWorld.customize.custom.preset.isleLand,Isle Land,,,空岛,,,,,,语言文件,,
创建世界：预设标题,createWorld.customize.custom.preset.mountains,Mountain Madness,,,山脉狂魔,,,,,,语言文件,,
创建世界：预设标题,createWorld.customize.custom.preset.waterWorld,Water World,,,水世界,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.presets,Presets,,,预设,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.presets.title,Customize World Presets,,,自定义世界预设,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.prev,Previous Page,,,上一页,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.randomize,Randomize,,,随机,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.riverSize,River Size,,,河的规模,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.seaLevel,Sea Level,,,海平面,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.size,Spawn Size,,,生成规模,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.spread,Spread Height,,,扩散高度,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.stretchY,Height Stretch,,,高度伸展,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.upperLimitScale,Upper Limit Scale,,,规模上限,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.useCaves,Caves,,,洞穴,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.useDungeons,Dungeons,,,地牢,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.useLavaLakes,Lava Lakes,,,熔岩湖,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.useLavaOceans,Lava Oceans,,,熔岩海,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.useMansions,Woodland Mansions,,,林地府邸,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.useMineShafts,Mineshafts,,,废弃矿井,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.useMonuments,Ocean Monuments,,,海底神殿,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.useOceanRuins,Ocean Ruins,,,海底废墟,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.useRavines,Ravines,,,峡谷,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.useStrongholds,Strongholds,,,要塞,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.useTemples,Temples,,,神殿,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.useVillages,Villages,,,村庄,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.useWaterLakes,Water Lakes,,,湖泊,,,,,,语言文件,,
创建世界选项,createWorld.customize.custom.waterLakeChance,Water Lake Rarity,,,湖泊密度,,,,,,语言文件,,
创建世界选项,createWorld.customize.flat.height,Height,,,高度,,,,,,语言文件,,
创建世界选项,createWorld.customize.flat.layer.bottom,Bottom - %s,,,底层 - %s,,,,,,语言文件,,
创建世界选项,createWorld.customize.flat.layer.top,Top - %s,,,顶层 - %s,,,,,,语言文件,,
创建世界选项,createWorld.customize.flat.removeLayer,Remove Layer,,,移除层面,,,,,,语言文件,,
创建世界选项,createWorld.customize.flat.tile,Layer Material,,,此层的材料,,,,,,语言文件,,
创建世界选项,createWorld.customize.flat.title,Superflat Customization,,,自定义超平坦世界,,,,,,语言文件,,
创建世界：超平坦预设标题,createWorld.customize.preset.bottomless_pit,Bottomless Pit,,,无底深渊,,,,,,语言文件,,
创建世界：超平坦预设标题,createWorld.customize.preset.classic_flat,Classic Flat,,,经典平坦,,,,,,语言文件,,
创建世界：超平坦预设标题,createWorld.customize.preset.desert,Desert,,,沙漠,,,,,,语言文件,,
创建世界：超平坦预设标题,createWorld.customize.preset.overworld,Overworld,,,主世界,,,,,,语言文件,,
创建世界：超平坦预设标题,createWorld.customize.preset.redstone_ready,Redstone Ready,,,红石俱备,,,,,,语言文件,,
创建世界：超平坦预设标题,createWorld.customize.preset.snowy_kingdom,Snowy Kingdom,,,雪之王国,,,,,,语言文件,,
创建世界：超平坦预设标题,createWorld.customize.preset.the_void,The Void,,,虚空,,,,,,语言文件,,
创建世界：超平坦预设标题,createWorld.customize.preset.tunnelers_dream,Tunnelers' Dream,,,挖掘工的梦想,,,,,,语言文件,,
创建世界：超平坦预设标题,createWorld.customize.preset.water_world,Water World,,,水世界,,,,,,语言文件,,
创建世界选项,createWorld.customize.presets,Presets,,,预设,,,,,,语言文件,,
创建世界选项,createWorld.customize.presets.select,Use Preset,,,使用预设,,,,,,语言文件,,
死亡屏幕,deathScreen.respawn,Respawn,,,重生,,,,,,语言文件,,
死亡屏幕,deathScreen.score,Score,,,分数,,,,,,语言文件,,
死亡屏幕,deathScreen.spectate,Spectate World,,,旁观世界,,,,,,语言文件,,
死亡屏幕,deathScreen.title,You Died!,,,你死了！,,,,,,语言文件,,
死亡屏幕,deathScreen.title.hardcore,Game Over!,,,游戏结束！,,,,,,语言文件,,
死亡屏幕,deathScreen.titleScreen,Title Screen,,,标题屏幕,,,,,,语言文件,,
死亡消息,death.attack.badRespawnPoint.link,Intentional Game Design,,,刻意的游戏设计,,,,,,语言文件,,
状态效果,effect.none,No Effects,,,无效果,,,,,,语言文件,,
附魔等级,enchantment.level.1,I,,,I,,,,,,语言文件,,
附魔等级,enchantment.level.10,X,,,X,,,,,,语言文件,,
附魔等级,enchantment.level.2,II,,,II,,,,,,语言文件,,
附魔等级,enchantment.level.3,III,,,III,,,,,,语言文件,,
附魔等级,enchantment.level.4,IV,,,IV,,,,,,语言文件,,
附魔等级,enchantment.level.5,V,,,V,,,,,,语言文件,,
附魔等级,enchantment.level.6,VI,,,VI,,,,,,语言文件,,
附魔等级,enchantment.level.7,VII,,,VII,,,,,,语言文件,,
附魔等级,enchantment.level.8,VIII,,,VIII,,,,,,语言文件,,
附魔等级,enchantment.level.9,IX,,,IX,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.0,Anemone,,,海葵鱼,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.1,Black Tang,,,黑刺尾鲷,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.10,Moorish Idol,,,镰鱼,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.11,Ornate Butterflyfish,,,华丽蝴蝶鱼,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.12,Parrotfish,,,鹦嘴鱼,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.13,Queen Angelfish,,,额斑刺蝶鱼,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.14,Red Cichlid,,,红丽鱼,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.15,Red Lipped Blenny,,,红唇真蛇鳚,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.16,Red Snapper,,,红边笛鲷,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.17,Threadfin,,,马鲅,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.18,Tomato Clownfish,,,白条双锯鱼,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.19,Triggerfish,,,鳞鲀,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.2,Blue Tang,,,蓝刺尾鲷,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.20,Yellowtail Parrotfish,,,高鳍鹦嘴鱼,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.21,Yellow Tang,,,黄刺尾鲷,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.3,Butterflyfish,,,蝴蝶鱼,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.4,Cichlid,,,丽鱼,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.5,Clownfish,,,小丑鱼,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.6,Cotton Candy Betta,,,五彩搏鱼,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.7,Dottyback,,,绣雀鲷,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.8,Emperor Red Snapper,,,川纹笛鲷,,,,,,语言文件,,
热带鱼变种,entity.minecraft.tropical_fish.predefined.9,Goatfish,,,拟羊鱼,,,,,,语言文件,,
游戏规则,gamerule.commandBlockOutput,Broadcast command block output,,,广播命令方块输出,,,,,,语言文件,,
游戏规则,gamerule.disableElytraMovementCheck,Disable elytra movement check,,,禁用鞘翅移动检测,,,,,,语言文件,,
游戏规则,gamerule.disableRaids,Disable raids,,,禁用袭击,,,,,,语言文件,,
游戏规则,gamerule.doDaylightCycle,Advance time of day,,,游戏内时间流逝,,,,,,语言文件,,
游戏规则,gamerule.doEntityDrops,Drop entity equipment,,,非生物实体掉落,,,,,,语言文件,,
